Column1.group;Column1.matches.match;Column1.matches.home;Column1.matches.homeColour;Column1.matches.away;Column1.matches.awayColour;Column1.matches.score.home;Column1.matches.score.away;Column1.matches.penaltyScore.home;Column1.matches.penaltyScore.away;Column1.matches.minutes;Column1.matches.actions.team;Column1.matches.actions.eventType;Column1.matches.actions.eventTime;Column1.matches.actions.addedTime;Columna1;Columna2;Columna3
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;away;shot off target;70;0:00;26/06/2018 16:00;26/06/2018 17:25;26/06/2018 17:25
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;home;shot on target;63;0:00;26/06/2018 16:00;26/06/2018 17:18;26/06/2018 17:18
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;home;shot off target;59;0:00;26/06/2018 16:00;26/06/2018 17:14;26/06/2018 17:14
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;away;shot on target;55;0:00;26/06/2018 16:00;26/06/2018 17:10;26/06/2018 17:10
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;home;shot on target;54;0:00;26/06/2018 16:00;26/06/2018 17:09;26/06/2018 17:09
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;away;shot on target;51;0:00;26/06/2018 16:00;26/06/2018 17:06;26/06/2018 17:06
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;home;shot off target;45;1:15;26/06/2018 16:00;26/06/2018 16:45;26/06/2018 16:45
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;away;shot off target;45;0:00;26/06/2018 16:00;26/06/2018 16:45;26/06/2018 16:45
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;away;shot on target;39;0:00;26/06/2018 16:00;26/06/2018 16:39;26/06/2018 16:39
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;away;shot off target;33;0:00;26/06/2018 16:00;26/06/2018 16:33;26/06/2018 16:33
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;away;shot off target;16;0:00;26/06/2018 16:00;26/06/2018 16:16;26/06/2018 16:16
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;away;shot off target;15;0:00;26/06/2018 16:00;26/06/2018 16:15;26/06/2018 16:15
Group C;4043728;Denmark;#ff4e36;France;#00b2ff;0;0;0;0;90;home;shot off target;7;0:00;26/06/2018 16:00;26/06/2018 16:07;26/06/2018 16:07
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;83;0:00;26/06/2018 16:00;26/06/2018 17:38;26/06/2018 17:38
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;67;0:00;26/06/2018 16:00;26/06/2018 17:22;26/06/2018 17:22
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot on target;60;0:00;26/06/2018 16:00;26/06/2018 17:15;26/06/2018 17:15
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;59;0:00;26/06/2018 16:00;26/06/2018 17:14;26/06/2018 17:14
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;59;0:00;26/06/2018 16:00;26/06/2018 17:14;26/06/2018 17:14
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot on target;52;0:00;26/06/2018 16:00;26/06/2018 17:07;26/06/2018 17:07
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;away;goal;50;0:00;26/06/2018 16:00;26/06/2018 17:05;26/06/2018 17:05
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;away;shot on target;50;0:00;26/06/2018 16:00;26/06/2018 17:05;26/06/2018 17:05
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;40;0:00;26/06/2018 16:00;26/06/2018 16:40;26/06/2018 16:40
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;35;0:00;26/06/2018 16:00;26/06/2018 16:35;26/06/2018 16:35
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;away;shot off target;33;0:00;26/06/2018 16:00;26/06/2018 16:33;26/06/2018 16:33
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot on target;27;0:00;26/06/2018 16:00;26/06/2018 16:27;26/06/2018 16:27
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;away;shot on target;25;0:00;26/06/2018 16:00;26/06/2018 16:25;26/06/2018 16:25
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;21;0:00;26/06/2018 16:00;26/06/2018 16:21;26/06/2018 16:21
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;away;goal;18;0:00;26/06/2018 16:00;26/06/2018 16:18;26/06/2018 16:18
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;away;shot on target;18;0:00;26/06/2018 16:00;26/06/2018 16:18;26/06/2018 16:18
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;12;0:00;26/06/2018 16:00;26/06/2018 16:12;26/06/2018 16:12
Group C;4043727;Australia;#ffe500;Peru;white;0;2;0;0;90;home;shot off target;5;0:00;26/06/2018 16:00;26/06/2018 16:05;26/06/2018 16:05
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;90;4:57;16/06/2018 15:00;16/06/2018 16:49;16/06/2018 16:45
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;90;3:32;16/06/2018 15:00;16/06/2018 16:48;16/06/2018 16:45
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;90;1:55;16/06/2018 15:00;16/06/2018 16:46;16/06/2018 16:45
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;88;0:00;16/06/2018 15:00;16/06/2018 16:43;16/06/2018 16:43
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;87;0:00;16/06/2018 15:00;16/06/2018 16:42;16/06/2018 16:42
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;84;0:00;16/06/2018 15:00;16/06/2018 16:39;16/06/2018 16:39
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;83;0:00;16/06/2018 15:00;16/06/2018 16:38;16/06/2018 16:38
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;81;0:00;16/06/2018 15:00;16/06/2018 16:36;16/06/2018 16:36
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;73;0:00;16/06/2018 15:00;16/06/2018 16:28;16/06/2018 16:28
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;71;0:00;16/06/2018 15:00;16/06/2018 16:26;16/06/2018 16:26
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;70;0:00;16/06/2018 15:00;16/06/2018 16:25;16/06/2018 16:25
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;66;0:00;16/06/2018 15:00;16/06/2018 16:21;16/06/2018 16:21
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;64;0:00;16/06/2018 15:00;16/06/2018 16:19;16/06/2018 16:19
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;59;0:00;16/06/2018 15:00;16/06/2018 16:14;16/06/2018 16:14
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;57;0:00;16/06/2018 15:00;16/06/2018 16:12;16/06/2018 16:12
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;56;0:00;16/06/2018 15:00;16/06/2018 16:11;16/06/2018 16:11
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;48;0:00;16/06/2018 15:00;16/06/2018 16:03;16/06/2018 16:03
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;shot off target;45;0:06;16/06/2018 15:00;16/06/2018 15:45;16/06/2018 15:45
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;shot on target;45;0:00;16/06/2018 15:00;16/06/2018 15:45;16/06/2018 15:45
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;42;0:00;16/06/2018 15:00;16/06/2018 15:42;16/06/2018 15:42
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;39;0:00;16/06/2018 15:00;16/06/2018 15:39;16/06/2018 15:39
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;33;0:00;16/06/2018 15:00;16/06/2018 15:33;16/06/2018 15:33
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;28;0:00;16/06/2018 15:00;16/06/2018 15:28;16/06/2018 15:28
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;goal;23;0:00;16/06/2018 15:00;16/06/2018 15:23;16/06/2018 15:23
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;shot on target;23;0:00;16/06/2018 15:00;16/06/2018 15:23;16/06/2018 15:23
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;shot on target;23;0:00;16/06/2018 15:00;16/06/2018 15:23;16/06/2018 15:23
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;21;0:00;16/06/2018 15:00;16/06/2018 15:21;16/06/2018 15:21
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;goal;19;0:00;16/06/2018 15:00;16/06/2018 15:19;16/06/2018 15:19
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;19;0:00;16/06/2018 15:00;16/06/2018 15:19;16/06/2018 15:19
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot on target;17;0:00;16/06/2018 15:00;16/06/2018 15:17;16/06/2018 15:17
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;13;0:00;16/06/2018 15:00;16/06/2018 15:13;16/06/2018 15:13
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;shot off target;10;0:00;16/06/2018 15:00;16/06/2018 15:10;16/06/2018 15:10
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;shot on target;10;0:00;16/06/2018 15:00;16/06/2018 15:10;16/06/2018 15:10
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;shot off target;9;0:00;16/06/2018 15:00;16/06/2018 15:09;16/06/2018 15:09
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;9;0:00;16/06/2018 15:00;16/06/2018 15:09;16/06/2018 15:09
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;home;shot off target;5;0:00;16/06/2018 15:00;16/06/2018 15:05;16/06/2018 15:05
Group D;4043695;Argentina;#00b2ff;Iceland;white;1;1;0;0;90;away;shot off target;1;0:00;16/06/2018 15:00;16/06/2018 15:01;16/06/2018 15:01
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot on target;90;1:43;16/06/2018 21:00;16/06/2018 22:46;16/06/2018 22:45
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot on target;88;0:00;16/06/2018 21:00;16/06/2018 22:43;16/06/2018 22:43
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot off target;87;0:00;16/06/2018 21:00;16/06/2018 22:42;16/06/2018 22:42
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot on target;82;0:00;16/06/2018 21:00;16/06/2018 22:37;16/06/2018 22:37
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot off target;77;0:00;16/06/2018 21:00;16/06/2018 22:32;16/06/2018 22:32
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;goal from penalty;71;0:00;16/06/2018 21:00;16/06/2018 22:26;16/06/2018 22:26
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;63;0:00;16/06/2018 21:00;16/06/2018 22:18;16/06/2018 22:18
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot on target;59;0:00;16/06/2018 21:00;16/06/2018 22:14;16/06/2018 22:14
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;50;0:00;16/06/2018 21:00;16/06/2018 22:05;16/06/2018 22:05
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot off target;49;0:00;16/06/2018 21:00;16/06/2018 22:04;16/06/2018 22:04
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot on target;47;0:00;16/06/2018 21:00;16/06/2018 22:02;16/06/2018 22:02
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot off target;45;0:41;16/06/2018 21:00;16/06/2018 21:45;16/06/2018 21:45
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot on target;45;0:00;16/06/2018 21:00;16/06/2018 21:45;16/06/2018 21:45
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;42;0:00;16/06/2018 21:00;16/06/2018 21:42;16/06/2018 21:42
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;39;0:00;16/06/2018 21:00;16/06/2018 21:39;16/06/2018 21:39
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot on target;34;0:00;16/06/2018 21:00;16/06/2018 21:34;16/06/2018 21:34
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;own goal;32;0:00;16/06/2018 21:00;16/06/2018 21:32;16/06/2018 21:32
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;32;0:00;16/06/2018 21:00;16/06/2018 21:32;16/06/2018 21:32
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;32;0:00;16/06/2018 21:00;16/06/2018 21:32;16/06/2018 21:32
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;32;0:00;16/06/2018 21:00;16/06/2018 21:32;16/06/2018 21:32
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot off target;23;0:00;16/06/2018 21:00;16/06/2018 21:23;16/06/2018 21:23
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;away;shot on target;21;0:00;16/06/2018 21:00;16/06/2018 21:21;16/06/2018 21:21
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;16;0:00;16/06/2018 21:00;16/06/2018 21:16;16/06/2018 21:16
Group D;4043696;Croatia;#ff4e36;Nigeria;white;2;0;0;0;90;home;shot off target;14;0:00;16/06/2018 21:00;16/06/2018 21:14;16/06/2018 21:14
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;goal;90;0:46;21/06/2018 20:00;21/06/2018 21:45;21/06/2018 21:45
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;90;0:45;21/06/2018 20:00;21/06/2018 21:45;21/06/2018 21:45
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;90;0:42;21/06/2018 20:00;21/06/2018 21:45;21/06/2018 21:45
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot on target;90;0:02;21/06/2018 20:00;21/06/2018 21:45;21/06/2018 21:45
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot off target;89;0:00;21/06/2018 20:00;21/06/2018 21:44;21/06/2018 21:44
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;89;0:00;21/06/2018 20:00;21/06/2018 21:44;21/06/2018 21:44
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot off target;86;0:00;21/06/2018 20:00;21/06/2018 21:41;21/06/2018 21:41
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot off target;86;0:00;21/06/2018 20:00;21/06/2018 21:41;21/06/2018 21:41
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot on target;84;0:00;21/06/2018 20:00;21/06/2018 21:39;21/06/2018 21:39
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;80;0:00;21/06/2018 20:00;21/06/2018 21:35;21/06/2018 21:35
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;goal;80;0:00;21/06/2018 20:00;21/06/2018 21:35;21/06/2018 21:35
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;80;0:00;21/06/2018 20:00;21/06/2018 21:35;21/06/2018 21:35
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot off target;71;0:00;21/06/2018 20:00;21/06/2018 21:26;21/06/2018 21:26
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot off target;65;0:00;21/06/2018 20:00;21/06/2018 21:20;21/06/2018 21:20
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot on target;64;0:00;21/06/2018 20:00;21/06/2018 21:19;21/06/2018 21:19
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot on target;64;0:00;21/06/2018 20:00;21/06/2018 21:19;21/06/2018 21:19
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;56;0:00;21/06/2018 20:00;21/06/2018 21:11;21/06/2018 21:11
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;goal;53;0:00;21/06/2018 20:00;21/06/2018 21:08;21/06/2018 21:08
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;53;0:00;21/06/2018 20:00;21/06/2018 21:08;21/06/2018 21:08
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot on target;53;0:00;21/06/2018 20:00;21/06/2018 21:08;21/06/2018 21:08
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot on target;49;0:00;21/06/2018 20:00;21/06/2018 21:04;21/06/2018 21:04
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot off target;45;1:26;21/06/2018 20:00;21/06/2018 20:45;21/06/2018 20:45
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot off target;33;0:00;21/06/2018 20:00;21/06/2018 20:33;21/06/2018 20:33
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot off target;30;0:00;21/06/2018 20:00;21/06/2018 20:30;21/06/2018 20:30
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;21;0:00;21/06/2018 20:00;21/06/2018 20:21;21/06/2018 20:21
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;home;shot on target;13;0:00;21/06/2018 20:00;21/06/2018 20:13;21/06/2018 20:13
Group D;4043712;Argentina;#00b2ff;Croatia;#ff4e36;0;3;0;0;90;away;shot on target;5;0:00;21/06/2018 20:00;21/06/2018 20:05;21/06/2018 20:05
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;90;6:09;22/06/2018 17:00;22/06/2018 18:51;22/06/2018 18:45
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;89;0:00;22/06/2018 17:00;22/06/2018 18:44;22/06/2018 18:44
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;away;shot on target;88;0:00;22/06/2018 17:00;22/06/2018 18:43;22/06/2018 18:43
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;84;0:00;22/06/2018 17:00;22/06/2018 18:39;22/06/2018 18:39
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;79;0:00;22/06/2018 17:00;22/06/2018 18:34;22/06/2018 18:34
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;goal;75;0:00;22/06/2018 17:00;22/06/2018 18:30;22/06/2018 18:30
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot on target;75;0:00;22/06/2018 17:00;22/06/2018 18:30;22/06/2018 18:30
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;74;0:00;22/06/2018 17:00;22/06/2018 18:29;22/06/2018 18:29
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot on target;74;0:00;22/06/2018 17:00;22/06/2018 18:29;22/06/2018 18:29
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;72;0:00;22/06/2018 17:00;22/06/2018 18:27;22/06/2018 18:27
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;70;0:00;22/06/2018 17:00;22/06/2018 18:25;22/06/2018 18:25
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot on target;69;0:00;22/06/2018 17:00;22/06/2018 18:24;22/06/2018 18:24
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot on target;68;0:00;22/06/2018 17:00;22/06/2018 18:23;22/06/2018 18:23
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;away;shot off target;68;0:00;22/06/2018 17:00;22/06/2018 18:23;22/06/2018 18:23
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;66;0:00;22/06/2018 17:00;22/06/2018 18:21;22/06/2018 18:21
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot off target;57;0:00;22/06/2018 17:00;22/06/2018 18:12;22/06/2018 18:12
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;goal;49;0:00;22/06/2018 17:00;22/06/2018 18:04;22/06/2018 18:04
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot on target;49;0:00;22/06/2018 17:00;22/06/2018 18:04;22/06/2018 18:04
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot on target;46;0:00;22/06/2018 17:00;22/06/2018 18:01;22/06/2018 18:01
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;away;shot off target;45;1:16;22/06/2018 17:00;22/06/2018 17:45;22/06/2018 17:45
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;away;shot off target;45;0:00;22/06/2018 17:00;22/06/2018 17:45;22/06/2018 17:45
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;away;shot off target;34;0:00;22/06/2018 17:00;22/06/2018 17:34;22/06/2018 17:34
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;away;shot on target;21;0:00;22/06/2018 17:00;22/06/2018 17:21;22/06/2018 17:21
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;home;shot on target;8;0:00;22/06/2018 17:00;22/06/2018 17:08;22/06/2018 17:08
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;away;shot on target;6;0:00;22/06/2018 17:00;22/06/2018 17:06;22/06/2018 17:06
Group D;4043716;Nigeria;white;Iceland;#00b2ff;2;0;0;0;90;away;shot on target;3;0:00;22/06/2018 17:00;22/06/2018 17:03;22/06/2018 17:03
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;goal;86;0:00;26/06/2018 20:00;26/06/2018 21:41;26/06/2018 21:41
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;shot on target;86;0:00;26/06/2018 20:00;26/06/2018 21:41;26/06/2018 21:41
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;shot off target;84;0:00;26/06/2018 20:00;26/06/2018 21:39;26/06/2018 21:39
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;shot on target;83;0:00;26/06/2018 20:00;26/06/2018 21:38;26/06/2018 21:38
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;shot off target;80;0:00;26/06/2018 20:00;26/06/2018 21:35;26/06/2018 21:35
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;shot off target;75;0:00;26/06/2018 20:00;26/06/2018 21:30;26/06/2018 21:30
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;shot off target;71;0:00;26/06/2018 20:00;26/06/2018 21:26;26/06/2018 21:26
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;goal from penalty;51;0:00;26/06/2018 20:00;26/06/2018 21:06;26/06/2018 21:06
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;shot on target;45;2:18;26/06/2018 20:00;26/06/2018 20:45;26/06/2018 20:45
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;shot off target;42;0:00;26/06/2018 20:00;26/06/2018 20:42;26/06/2018 20:42
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;shot on target;39;0:00;26/06/2018 20:00;26/06/2018 20:39;26/06/2018 20:39
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;shot on target;34;0:00;26/06/2018 20:00;26/06/2018 20:34;26/06/2018 20:34
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;shot on target;27;0:00;26/06/2018 20:00;26/06/2018 20:27;26/06/2018 20:27
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;goal;14;0:00;26/06/2018 20:00;26/06/2018 20:14;26/06/2018 20:14
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;shot on target;14;0:00;26/06/2018 20:00;26/06/2018 20:14;26/06/2018 20:14
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;shot off target;9;0:00;26/06/2018 20:00;26/06/2018 20:09;26/06/2018 20:09
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;away;shot off target;8;0:00;26/06/2018 20:00;26/06/2018 20:08;26/06/2018 20:08
Group D;4043730;Nigeria;white;Argentina;#00b2ff;1;2;0;0;90;home;shot on target;7;0:00;26/06/2018 20:00;26/06/2018 20:07;26/06/2018 20:07
Group D;4043729;Iceland;#00b2ff;Croatia;#ff4e36;1;2;0;0;90;away;shot off target;90;1:12;26/06/2018 20:00;26/06/2018 21:46;26/06/2018 21:45
